Mã HP,Tên HP,Thời lượng,Số tín chỉ,TC học phí,Trọng số,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện quản lý
TEX4193,Xử lý hóa học vật liệu & sản phẩm may,3(3-0-1-6),3,4.5,0.75,,Chemical Treatment for Garment Products,Xử lý hóa học vật liệu & sản phẩm may,KCNDMVTT
TEX4201,Công nghệ sợi đại cương,2(2-0-0-4),2,2,0.75,TEX4173,Basis of Yarn Forming Technology,Công nghệ sợi đại cương,KCNDMVTT
TEX4202,Tin học ứng dụng ngành may,2(2-0-0-4),2,2,0.75,,Applied Informatics in Garment Industry,Tin học ứng dụng ngành may,KCNDMVTT
TEX4203,Vật liệu da và lông thú,2(2-0-0-4),2,2,0.75,,Leather and Fur Materials,Vật liệu da và lông thú,KCNDMVTT
TEX4211,Công nghệ và cấu trúc vải dệt thoi,2(2-0-0.5-4),2,3,0.75,TEX4173,Weaving Theory,Công nghệ và cấu trúc vải dệt thoi,KCNDMVTT
TEX4212,Chuyên đề,1(1-0-0-2),1,1,0.75,,Special Topics,Chuyên đề,KCNDMVTT
TEX4213,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1,,Engineering Practicum,Thực tập kỹ thuật,KCNDMVTT
TEX4221,Công nghệ và cấu trúc vải dệt kim,2(2-0-0.5-4),2,3,0.75,TEX4173,Knitting Theory,Công nghệ và cấu trúc vải dệt kim,KCNDMVTT
TEX4222,Đại cương công nghệ may,2(2-0-0-4),2,2,0.75,,Overview of Garment Industry,Đại cương công nghệ may,KCNDMVTT
TEX4231,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1,,Engineering Practicum,Thực tập kỹ thuật,KCNDMVTT
TEX4232,Vệ sinh trang phục,2(2-0-0-4),2,2,0.75,TEX4163,Clothing Hygiene,Vệ sinh trang phục,KCNDMVTT
TEX4242,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1,,Engineering Practicum,Thực tập kỹ thuật,KCNDMVTT
TEX5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,,Graduation Practicum,Thực tập tốt nghiệp,KCNDMVTT
TEX5012,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,,Graduation Practicum,Thực tập tốt nghiệp,KCNDMVTT
TEX5013,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,,Graduation Practicum,Thực tập tốt nghiệp,KCNDMVTT
TEX5111,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp,KCNDMVTT
TEX5112,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp,KCNDMVTT
TEX5113,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,TEX5013=,Graduation Project,Đồ án tốt nghiệp,KCNDMVTT
BF3020,Hóa sinh thực phẩm,2(2-1-0-4),2,3,0.8,BF3010,Food Biochemistry,Hóa sinh thực phẩm,VCNSHVTP
BF3040,Vi sinh thực phẩm,2(2-1-1-6),2,4.5,0.6,,Food Microbiology,Vi sinh thực phẩm,VCNSHVTP
BF3060,Công nghệ môi trường đại cương,2(2-1-0-4),2,3,0.8,,General environment Technology,Công nghệ môi trường đại cương,VCNSHVTP
BF3070,Kỹ thuật thực phẩm đại cương,3(3-0-0-6),3,3,0.8,,General Food Engineering,Kỹ thuật thực phẩm đại cương,VCNSHVTP
BF3080,Quá trình và thiết bị cơ học ,3(3-1-0-6),3,4,0.8,,Mechanical Process and Equipment,Quá trình và thiết bị cơ học ,VCNSHVTP
BF3090,Quá trình và thiết bị nhiệt ,3(3-1-0-6),3,4,0.8,HE2010,Heat transfer Process and Equipment,Quá trình và thiết bị nhiệt ,VCNSHVTP
BF3110,Quá trình và thiết bị chuyển khối,3(3-1-0-6),3,4,0.8,,Mass Transfer Process and Equipment,Quá trình và thiết bị chuyển khối,VCNSHVTP
BF3120,Quá trình và thiết bị sinh học ,2(2-1-0-6),2,3,0.8,BF3070,Biological Process Engineering,Quá trình và thiết bị sinh học ,VCNSHVTP
BF3130,Quản lý chất lượng trong CNTP,3(3-1-0-6),3,4,0.7,MI2020,Quality Management in Food Technology,Quản lý chất lượng trong CNTP,VCNSHVTP
BF3140,Phụ gia thực phẩm,2(2-1-0-4),2,3,0.7,"BF3010,BF3020,BF3030, BF3040",Food Additives,Phụ gia thực phẩm,VCNSHVTP
BF3150,Bao bì thực phẩm,2(2-1-0-4),2,3,0.7,,Food Packaging,Bao bì thực phẩm,VCNSHVTP
BF3160,Dinh dưỡng an toàn thực phẩm,2(2-0-0-4),2,2,0.7,,Nutrition and Food Safety,Dinh dưỡng an toàn thực phẩm,VCNSHVTP
BF3180,Phân tích cảm quan thực phẩm,3(2-1-1-6),3,4.5,0.7,MI2020,Food Sensory Analysis,Phân tích cảm quan thực phẩm,VCNSHVTP
BF3190,Phân tích cơ lý hóa thực phẩm,3(2-1-1-6),3,4.5,0.7,"CH3002,CH3304,BF3010,BF3020",Food Analysis ,Phân tích cơ lý hóa thực phẩm,VCNSHVTP
BF3200,Phân tích vi sinh vật thực phẩm,3(2-1-1-6),3,4.5,0.8,"BF3010,BF3020,BF3030,BF3040,CH3304,CH3002",Food Microbial Analysis,Phân tích vi sinh vật thực phẩm,VCNSHVTP
BF3210,Ngoại ngữ chuyên ngành I,2(2-1-0-4),2,3,0.7,,English for Food technology I,Ngoại ngữ chuyên ngành I,VCNSHVTP
BF3220,Ngoại ngữ chuyên ngành II,2(2-1-0-4),2,3,0.7,,English for Food technology II,Ngoại ngữ chuyên ngành II,VCNSHVTP
BF3230,Cơ sở lập dự án thiết kế NMTP-SH,2(2-1-0-4),2,3,0.8,,Fundamentals of Plant Design,Cơ sở lập dự án thiết kế NMTP-SH,VCNSHVTP
BF3250,Thực tập nhận thức,2(0-0-4-8),2,4,0.8,"BF3070,BF3080,BF3090",Introductory Practicum,Thực tập nhận thức,VCNSHVTP
BF3370,Hóa sinh công nghiệp,2(2-1-0-4),2,3,0.8,BF3350,Industrial Biochemistry,Hóa sinh công nghiệp,VCNSHVTP
BF3380,Sinh học tế bào,3(2-1-1-6),3,4.5,0.8,,Cellular Biology,Sinh học tế bào,VCNSHVTP
BF3390,Vi sinh vật học ứng dụng,2(2-1-0-4),2,3,0.6,BF3360,Applied Microbiology,Vi sinh vật học ứng dụng,VCNSHVTP
BF3400,Ngoại ngữ chuyên ngành,2(2-1-0-4),2,3,0.7,,English for Biotechnology ,Ngoại ngữ chuyên ngành,VCNSHVTP
BF3410,Sinh học phân tử,2(2-1-0-4),2,3,0.7,,Molecular Biology,Sinh học phân tử,VCNSHVTP
BF3420,Di truyền học,2(2-1-0-4),2,3,0.8,"BF3370,BF3380,BF3410",Genetics,Di truyền học,VCNSHVTP
BF3440,Tối ưu hóa các QT trong CNSH,2(2-1-0-4),2,3,0.8,,Process Optimization in Biotechnology,Tối ưu hóa các QT trong CNSH,VCNSHVTP
BF3450,Thực tập nhận thức,2(0-0-4-8),2,4,1,"BF3370,BF3390,CH3411",Introductory Practicum,Thực tập nhận thức,VCNSHVTP
BF3480,Quá trình và thiết bị 3,3(2-1-0-6),3,3,0.7,,Procces Engineering and Equipment 3,Quá trình và thiết bị 3,VCNSHVTP
BF3490,Sinh hóa miễn dịch,2(2-1-0-4),2,3,0.8,BF3350,Immunological Biochemistry,Sinh hóa miễn dịch,VCNSHVTP
BF3550,An toàn sinh học,2(2-1-0-4),2,3,0.6,BF3420,Biosafety,An toàn sinh học,VCNSHVTP
BF3560,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8,BF3480,Engineering Practicum,Thực tập kỹ thuật,VCNSHVTP
BF3700,Kỹ thuật an toàn và môi trường,2(2-1-0-6),2,3,0.8,,Safety and Environmental Engineering,Kỹ thuật an toàn và môi trường,VCNSHVTP
BF3710,Kỹ thuật điều khiển tự động,3(3-1-1-6),3,5.5,0.8,,Process Control,Kỹ thuật điều khiển tự động,VCNSHVTP
BF4010,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8,,Engineering Practicum,Thực tập kỹ thuật,VCNSHVTP
BF4020,Đồ án chuyên ngành,2(0-3-0-6),2,4,0.8,BF4010,Project in Food Engineering,Đồ án chuyên ngành,VCNSHVTP
BF4030,CN dầu béo- chất thơm,2(2-0-1-4),2,3.5,0.7,,Vegetable and Essential Oil Technology,CN dầu béo- chất thơm,VCNSHVTP
BF4040,CN Đường,2(2-0-1-4),2,3.5,0.7,,Sugar Technology,CN Đường,VCNSHVTP
BF4050,CN bánh kẹo,2(2-0-1-4),2,3.5,0.7,,Bakery and Confectionery Technology,CN bánh kẹo,VCNSHVTP
BF4060,CN chè Cà phê,2(2-0-1-4),2,3.5,0.7,,Tea and Coffee Technology,CN chè Cà phê,VCNSHVTP
BF4070,CN thuốc lá,2(2-0-1-4),2,3.5,0.7,,Tobacco Technology,CN thuốc lá,VCNSHVTP
BF4080,Kỹ thuật lạnh thực phẩm,2(2-1-0.5-4),2,4,0.8,,Food Refrigeration Engineering,Kỹ thuật lạnh thực phẩm,VCNSHVTP
BF4090,Công nghệ các sản phẩm sữa,2(2-0-1-4),2,3.5,0.7,,Dairy Product Technology,Công nghệ các sản phẩm sữa,VCNSHVTP
BF4100,Thông gió hút bụi và điều hòa không khí,2(2-0-0-4),2,2,0.8,,Air conditioning and ventilating,Thông gió hút bụi và điều hòa không khí,VCNSHVTP
BF4110,Kỹ thuật bảo quản và chế biến hải sản,2(2-0-1-4),2,3.5,0.8,,Seafood Processing and Preservation ,Kỹ thuật bảo quản và chế biến hải sản,VCNSHVTP
BF4120,Công nghệ bảo quản và chế biến rau quả,2(2-0-1-4),2,3.5,0.7,,Fruit and Vegetable Preservation and Processing ,Công nghệ bảo quản và chế biến rau quả,VCNSHVTP
BF4130,Công nghệ chế biến lương thực,2(2-0-1-4),2,3.5,0.7,,Cereal Processing,Công nghệ chế biến lương thực,VCNSHVTP
BF4140,Công nghệ bảo quản lương thực,2(2-0-1-4),2,3.5,0.7,,Post-harvest Technology,Công nghệ bảo quản lương thực,VCNSHVTP
BF4160,CN Enzym,3(2-1-1-6),3,4.5,0.8,,Enzyme Technology,CN Enzym,VCNSHVTP
BF4170,CN rượu vang ,3(2-1-1-6),3,4.5,0.7,,Wine Technology,CN rượu vang ,VCNSHVTP
BF4180,CN Cồn etylic ,3(2-1-1-6),3,4.5,0.7,,Ethanol Technology,CN Cồn etylic ,VCNSHVTP
BF4200,Công nghệ nấm men,2(2-1-0-4),2,3,0.8,,Yeast Technology,Công nghệ nấm men,VCNSHVTP
BF4210,CN Malt và Bia,3(2-1-1-6),3,4.5,0.8,,Malt and Beer Technology,CN Malt và Bia,VCNSHVTP
BF4240,Tin học ứng dụng trong CNTP,2(2-1-0-4),2,3,0.8,BF3050/BF3010,Applied Informatics in Food Technology,Tin học ứng dụng trong CNTP,VCNSHVTP
BF4250,Luật thực phẩm,2(2-1-0-4),2,3,0.7,,Food Laws,Luật thực phẩm,VCNSHVTP
BF4260,Ứng dụng vi sinh vật trong CN thực phẩm,2(2-1-0-4),2,3,0.7,,Applied Microbiology in Food Technology,Ứng dụng vi sinh vật trong CN thực phẩm,VCNSHVTP
BF4270,Hệ thống chất lượng TP ISO/HACCP,2(2-1-0-4),2,3,0.7,EM3201,ISO/HACCP Food Quality Management Systems,Hệ thống chất lượng TP ISO/HACCP,VCNSHVTP
BF4410,CN Enzym,3(2-1-1-6),3,4.5,0.7,BF3410,Enzyme Technology,CN Enzym,VCNSHVTP
BF4420,Tin sinh học,2(1-1-0-4),2,2,0.6,,Bioinformatics,Tin sinh học,VCNSHVTP
BF4430,Kỹ thuật gen vi sinh vật,3(2-1-1-6),3,4.5,0.6,"BF3420,BF3360",Microbial Genetic Engineering,Kỹ thuật gen vi sinh vật,VCNSHVTP
BF4440,Công nghệ lên men công nghiệp,3(2-1-1-6),3,4.5,0.7,,Industrial Fermentation Technology,Công nghệ lên men công nghiệp,VCNSHVTP
BF4450,Quản lý chất lượng trong CN sinh học,2(2-1-0-4),2,3,0.7,,Quality Management in Biotechnology,Quản lý chất lượng trong CN sinh học,VCNSHVTP
BF4460,CN sinh học môi trường,2(2-1-0-4),2,3,0.8,,Environmental Biotechnology,CN sinh học môi trường,VCNSHVTP
BF4480,Đồ án chuyên ngành,2(0-3-0-6),2,4,0.8,,Project in Biological Engineering ,Đồ án chuyên ngành,VCNSHVTP
BF4510,CN sinh học thực vật,3(2-1-1-6),3,4.5,0.8,"BF3380,BF3410,BF3420",Plant Biotechnology,CN sinh học thực vật,VCNSHVTP
BF4530,CN protein ,3(2-1-1-6),3,4.5,0.7,,Protein Technology,CN protein ,VCNSHVTP
BF4540,CN sản xuất các axit và dung môi hữu cơ,2(2-1-0-4),2,3,0.8,BF3610,Technology for Organic Acids and Solvent,CN sản xuất các axit và dung môi hữu cơ,VCNSHVTP
BF4550,CN lên men các hợp chất kháng sinh,2(2-1-0-4),2,3,0.7,,Antibiotics Technology ,CN lên men các hợp chất kháng sinh,VCNSHVTP
BF4590,CN axit amin,2(2-1-0-4),2,3,0.8,,Amino acid Technology,CN axit amin,VCNSHVTP
BF4610,Công nghệ tế bào động vật,2(2-1-0-4),2,3,0.8,"BF3410,BF3420",Animal cell culture,Công nghệ tế bào động vật,VCNSHVTP
BF4620,CN vacxin,2(2-1-0-4),2,3,0.6,BF3490,Vaccine Technology,CN vacxin,VCNSHVTP
BF4630,CN chế phẩm sinh học bảo vệ thực vật,2(2-0-1-4),2,3.5,0.8,"CH3401,CH3411,BF3350, BF3360",Technology of Byproducts for Plant Protection,CN chế phẩm sinh học bảo vệ thực vật,VCNSHVTP
BF4640,CN phân bón vi sinh ,2(2-1-0-4),2,3,0.7,,Technology of Biofertilizers,CN phân bón vi sinh ,VCNSHVTP
BF4660,Kỹ thuật sinh học xử lý nước thải,3(2-1-1-6),3,4.5,0.7,,Waste Water Biotreatment,Kỹ thuật sinh học xử lý nước thải,VCNSHVTP
BF4670,Độc tố học,2(2-1-0-4),2,3,0.8,,Toxicology,Độc tố học,VCNSHVTP
BF4680,Kỹ thuật sinh học xử lý chất thải rắn,2(2-1-0-4),2,3,0.8,,Treatment of Solid Waste,Kỹ thuật sinh học xử lý chất thải rắn,VCNSHVTP
BF4720,Công nghệ thực phẩm đại cương,3(3-1-0-6),3,4,1,,General Food Engineering,Công nghệ thực phẩm đại cương,VCNSHVTP
BF4730,Máy vận chuyển,2(2-1-0-6),2,3,0.8,,Transport Machinery,Máy vận chuyển,VCNSHVTP
BF4740,Thiết bị truyền nhiệt chuyển khối,3(3-1-1-6),3,5.5,0.8,"HE2010,ME3040,ME3050",Mass-transfer and Heat-transfer Equipments,Thiết bị truyền nhiệt chuyển khối,VCNSHVTP
BF4750,Kỹ thuật sấy nông sản thực phẩm,2(2-0-1-4),2,3.5,0.8,"HE2010,BF4720,BF4740, (BF4810/BF4811)",Food Drying Engineering,Kỹ thuật sấy nông sản thực phẩm,VCNSHVTP
BF4760,Máy lạnh và điều hòa không khí,3(3-1-1-6),3,5.5,0.8,"HE2010, BF4720, BF4740",Refrigeration and air Conditioning,Máy lạnh và điều hòa không khí,VCNSHVTP
BF4770,Cơ sở tính toán máy và thiết bị,4(4-2-0-6),4,6,0.8,,Fundamentals of Process and Equipment Design,Cơ sở tính toán máy và thiết bị,VCNSHVTP
BF4780,Cơ sở thiết kế máy tự động,2(2-1-0-6),2,3,0.8,"IT1010,BF3710",Fundamentals of Automatic Machine Design,Cơ sở thiết kế máy tự động,VCNSHVTP
BF4790,Điều khiển các quá trình công nghệ,3(3-1-1-6),3,5.5,0.8,"BF3710,BF4740",Process control,Điều khiển các quá trình công nghệ,VCNSHVTP
BF4810,Công nghệ sinh học đại cương,2(2-1-0-4),2,3,0.8,,General Biotechnology,Công nghệ sinh học đại cương,VCNSHVTP
BF4830,Bơm quạt máy nén,3(3-1-1-6),3,5.5,0.8,"ME3040,ME3050,ME3060, ME3080,ME3090","Pump, Fan, and Compressor",Bơm quạt máy nén,VCNSHVTP
BF4840,Thí nghiệm chuyên đề và chuyên ngành,2(2-0-1-6),2,6,0.8,"BF3710,BF4780,BF4790",Advanced Experiments and Seminar,Thí nghiệm chuyên đề và chuyên ngành,VCNSHVTP
MSE4815,Công nghệ cán hình,2(2-1-0-4),2,3,0.7,,Shape Rolling Technology,Công nghệ cán hình,KKHVCNVL
BF4850,Ngoại ngữ chuyên ngành,3(3-2-0-6),3,5,0.8,FL3108,English for Food Processing Technology,Ngoại ngữ chuyên ngành,VCNSHVTP
BF4860,Các phần tử và hệ thống tự động thủy khí,3(3-1-1-6),3,5.5,0.8,BF4780,Hydraulic-Pneumatic Automation System and Elements,Các phần tử và hệ thống tự động thủy khí,VCNSHVTP
BF4870,Mạng điều khiển quá trình công nghệ,3(3-1-1-6),3,5.5,0.8,"BF3710,BF4820",Process Automation and Industrial Networks,Mạng điều khiển quá trình công nghệ,VCNSHVTP
BF4880,Máy định lượng và bao gói sản phẩm,3(3-1-1-6),3,5.5,0.8,,Quantification and Packaging Machines,Máy định lượng và bao gói sản phẩm,VCNSHVTP
BF4890,Trang thiết bị điện công nghiệp,3(3-1-1-6),3,5.5,0.8,EE2010,Industrial Electrical Equipments,Trang thiết bị điện công nghiệp,VCNSHVTP
BF4900,Máy & thiết bị khuấy trộn ,3(3-1-1-6),3,5.5,0.8,,Stirring Devices and Machines,Máy & thiết bị khuấy trộn ,VCNSHVTP
BF4910,"Máy bóc vỏ, làm sạch và phân loại ",3(3-1-1-6),3,5.5,0.8,,"Pealing, Cleaning and Sorting Equipments","Máy bóc vỏ, làm sạch và phân loại ",VCNSHVTP
BF4930,Máy và thiết bị phân riêng,3(3-1-1-6),3,5.5,0.8,"ME3080,BF4720,BF4830",Partial Machines and Equipments,Máy và thiết bị phân riêng,VCNSHVTP
BF4940,Đồ án môn học máy chế biến,1(1-1-0-8),1,2,0.8,,Project in Processing Machines,Đồ án môn học máy chế biến,VCNSHVTP
BF4950,Đồ án môn học thiết bị nhiệt lạnh,1(1-1-0-8),1,2,0.8,"HE2010,BF4740,BF4760",Project in Heat and Refrigeration Equipments,Đồ án môn học thiết bị nhiệt lạnh,VCNSHVTP
BF4960,Thực tập nhận thức,2.5(0-0-5-10),2.5,5,0.8,,Introductory Practicum,Thực tập nhận thức,VCNSHVTP
BF4970,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8,,Engineering Practicum,Thực tập kỹ thuật,VCNSHVTP
BF5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7,"BF4010,BF4020",Graduation Practicum,Thực tập tốt nghiệp,VCNSHVTP
BF5050,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.6,BF3560,Graduation Practicum,Thực tập tốt nghiệp,VCNSHVTP
BF5080,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.8,,Graduation Practicum,Thực tập tốt nghiệp,VCNSHVTP
BF5100,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp,VCNSHVTP
BF5150,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp,VCNSHVTP
BF5190,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,,Graduation Project,Đồ án tốt nghiệp,VCNSHVTP
MSE3020,Vật liệu học II,2(2-1-0.5-4),2,4,0.75,MSE3010!,Materials Science II,Vật liệu học II,KKHVCNVL
MSE3030,Các phương pháp kiểm tra và đánh giá vật liệu,3(2-1-1-4),3,4.5,0.75,MSE2023,Methods for Materials Research,Các phương pháp kiểm tra và đánh giá vật liệu,KKHVCNVL
MSE3040,Nhiệt động học & động học các phản ứng ,2(2-1-0-4),2,3,0.75,CH3004,Thermodynamics and Kinetics of Reactions,Nhiệt động học & động học các phản ứng ,KKHVCNVL
MSE3050,Cơ học vật liệu,3(2-2-0-6),3,4,0.7,,Mechanics of materials,Cơ học vật liệu,KKHVCNVL
MSE3060,Ăn mòn và bảo vệ vật liệu,3(2-1-1-4),2,4.5,0.75,"MSE3010, MSE3030",Corrosion and Protection of Materials,Ăn mòn và bảo vệ vật liệu,KKHVCNVL
MSE3070,Công nghệ vật liệu,2(2-1-0.5-4),2,4,0.75,MSE3010,Materials Processing,Công nghệ vật liệu,KKHVCNVL
MSE3110,Khoáng vật học và tuyển khoáng,2(2-1-0-4),2,3,0.75,,Mineralogy and Mineral Enrichment,Khoáng vật học và tuyển khoáng,KKHVCNVL
MSE3120,Khuếch tán và chuyển pha,2(2-1-0-4),2,3,0.75,MSE3040,Diffusion and Phase Transformation,Khuếch tán và chuyển pha,KKHVCNVL
MSE3130,Lý thuyết độ bền,2(2-1-0-4),2,3,0.75,MSE3010,Theory of Strength,Lý thuyết độ bền,KKHVCNVL
MSE3140,Lý thuyết các quá trình luyện kim,2(2-0-1-4),2,3.5,0.75,,Theory of Metallurgical Processes,Lý thuyết các quá trình luyện kim,KKHVCNVL
MSE3150,Lý thuyết quá trình kết tinh và đông đặc,2(2-1-0.5-4),2,4,0.8,"MSE3010, MSE3040",Theory of Crystallization and Solidification,Lý thuyết quá trình kết tinh và đông đặc,KKHVCNVL
MSE3160,Lý thuyết biến dạng dẻo,3(2-2-0-6),3,4,0.75,MSE3010,Theory of Plastic Deformation,Lý thuyết biến dạng dẻo,KKHVCNVL
MSE3170,Lý thuyết quá trình nhiệt luyện,2(2-1-0.5-4),2,4,0.8,MSE3010!,Theory of Heat Treatment,Lý thuyết quá trình nhiệt luyện,KKHVCNVL
MSE3180,Các phương pháp số I,2(2-1-0-4),2,3,0.8,,Numerical Methods I,Các phương pháp số I,KKHVCNVL
MSE3017,Vật liệu Ceramic,3(3-0-1-6),3,4.5,0.7,,Ceramic materials,Vật liệu Ceramic,KKHVCNVL
MSE3190,Các phương pháp số II,2(2-1-0-4),2,3,0.75,,Numerical Methods II,Các phương pháp số II,KKHVCNVL
MSE3210,Vật liệu kim loại,2(2-0-1-4),2,3.5,0.8,,Metallic Materials,Vật liệu kim loại,KKHVCNVL
MSE3220,Vật liệu học đại cương,2(2-1-0.5-4),2,4,0.8,,General Materials Science,Vật liệu học đại cương,KKHVCNVL
MSE4010,"Nguyên, nhiên liệu luyện kim",2(2-0-0.5-4),2,3,0.75,MSE3140,Raw Materials and Fuel Base ,"Nguyên, nhiên liệu luyện kim",KKHVCNVL
MSE4020,Công nghệ luyện gang,3(3-0-0.5-6),3,4,0.75,MSE4010,Iron Making,Công nghệ luyện gang,KKHVCNVL
MSE4030,Công nghệ luyện thép,3(3-1-0.5-6),3,5,0.75,MSE4010,Steel Making,Công nghệ luyện thép,KKHVCNVL
MSE4040,Đồ án môn học công nghệ gang thép,1(1-0-0-8),1,2,0.75,"MSE4020, MSE4030",Project in Iron and Steel Technology,Đồ án môn học công nghệ gang thép,KKHVCNVL
MSE4060,Công nghệ luyện fero,2(2-0-0-4),2,2,0.75,MSE4010,Ferroalloy Making,Công nghệ luyện fero,KKHVCNVL
MSE4070,Công nghệ đúc phôi thép,2(2-0-0.5-4),2,3,0.75,,Production of Steel and Pig Iron Castings,Công nghệ đúc phôi thép,KKHVCNVL
MSE4080,Kỹ thuật mới trong công nghệ gang thép,2(2-0-0-4),2,2,0.75,"MSE4020, MSE4030",New Technologies in Iron- and Steelmaking,Kỹ thuật mới trong công nghệ gang thép,KKHVCNVL
MSE4090,Luyện thép hợp kim và thép đặc biệt,2(2-1-0.5-4),2,4,0.75,MSE4030,Alloys and Special Steel Metallurgy,Luyện thép hợp kim và thép đặc biệt,KKHVCNVL
MSE4130,Kỹ thuật luyện thép lò thổi,2(2-0-0.5-4),2,3,0.75,MSE4010,Oxygen steelmaking,Kỹ thuật luyện thép lò thổi,KKHVCNVL
MSE4140,Kỹ thuật luyện thép lò điện,2(2-0-0.5-4),2,3,0.75,MSE4010,Electric-Furnace steelmaking ,Kỹ thuật luyện thép lò điện,KKHVCNVL
MSE4150,Kỹ thuật tái chế kim loại,2(2-0-0.5-4),2,3,0.75,MSE4010,Metal Recycling,Kỹ thuật tái chế kim loại,KKHVCNVL
MSE4160,Tin học chuyên ngành gang thép,2(2-0.5-0-4),2,2.5,0.75,"MSE4020, MSE4030",Information Technology in Metallurgy,Tin học chuyên ngành gang thép,KKHVCNVL
MSE4190,Thực tập kỹ thuật,2(0-0-4-10),2,4,0.6,,Engineering Practicum,Thực tập kỹ thuật,KKHVCNVL
MSE4210,Công nghệ vật liệu bột ,3(3-1-1-6),3,5.5,0.7,,Powder Metallurgy,Công nghệ vật liệu bột ,KKHVCNVL
MSE4220,Công nghệ vật liệu siêu sạch,2(2-1-0-4),2,3,0.7,,Ultra-clean Materials Technology,Công nghệ vật liệu siêu sạch,KKHVCNVL
MSE4240,Công nghệ vật liệu compozit,2(2-1-0.5-4),2,4,0.7,,Composite Materials Technology,Công nghệ vật liệu compozit,KKHVCNVL
MSE4250,Công nghệ vật liệu quý hiếm,2(2-1-0.5-4),2,4,0.7,,Technology of Rare-earth Materials ,Công nghệ vật liệu quý hiếm,KKHVCNVL
MSE4280,Công nghệ vật liệu bột mịn và siêu mịn,2(2-1-0.5-4),2,4,0.7,,Ultra Fine Powder Metallurgy,Công nghệ vật liệu bột mịn và siêu mịn,KKHVCNVL
